lot,lat,name,uf,output
-48.317,-5.742,Palestina do Pará,PA,4967
-47.353,-2.995,Paragominas,PA,7355
-49.902,-6.068,Parauapebas,PA,2891
-50.044,-7.833,Pau d'Arco,PA,2932
-47.314,-1.192,Peixe-Boi,PA,9234
-48.872,-6.438,Piçarra,PA,8747
-54.22,-3.868,Placas,PA,9465
-48.871,-1.39,Ponta de Pedras,PA,2855
-50.821,-1.936,Portel,PA,3436
-52.238,-1.748,Porto de Moz,PA,2879
-53.48,-1.8,Prainha,PA,3879
-47.116,-0.943,Primavera,PA,2151
-47.006,-0.901,Quatipuru,PA,4591
-50.031,-8.029,Redenção,PA,416
-50.048,-7.311,Rio Maria,PA,8791
-48.067,-4.776,Rondon do Pará,PA,6432
-54.91,-4.096,Rurópolis,PA,6641
-47.356,-0.629,Salinópolis,PA,3111
-48.517,-0.753,Salvaterra,PA,2755
-48.294,-1.224,Santa Bárbara do Pará,PA,2774
-49.175,-0.663,Santa Cruz do Arari,PA,9738
-48.161,-1.299,Santa Isabel do Pará,PA,7548
-46.942,-1.517,Santa Luzia do Pará,PA,9824
-49.722,-8.855,Santa Maria das Barreiras,PA,4877
-47.576,-1.352,Santa Maria do Pará,PA,1327
-50.625,-9.505,Santana do Araguaia,PA,4652
-54.708,-2.443,Santarém,PA,200
-47.397,-0.929,Santarém Novo,PA,3702
-48.129,-1.152,Santo Antônio do Tauá,PA,3655
-48.02,-0.75,São Caetano de Odivelas,PA,6651
-48.733,-5.538,São Domingos do Araguaia,PA,9180
-47.775,-1.675,São Domingos do Capim,PA,2540
-51.995,-6.645,São Félix do Xingu,PA,2477
-47.795,-1.169,São Francisco do Pará,PA,4995
-48.555,-6.401,São Geraldo do Araguaia,PA,8745
-47.92,-0.85,São João da Ponta,PA,5599
-47.174,-0.769,São João de Pirabas,PA,3747
-48.791,-5.358,São João do Araguaia,PA,6086
-47.483,-1.627,São Miguel do Guamá,PA,1278
-49.541,-1.718,São Sebastião da Boa Vista,PA,3553
-49.682,-6.947,Sapucaia,PA,1346
-51.954,-2.591,Senador José Porfírio,PA,6629
-48.523,-0.717,Soure,PA,1437
-48.953,-2.947,Tailândia,PA,3802
-47.908,-1.038,Terra Alta,PA,7545
-56.487,-2.104,Terra Santa,PA,5090
-48.152,-2.419,Tomé-Açu,PA,8844
-46.897,-1.072,Tracuateua,PA,6656
-55.944,-4.574,Trairão,PA,203
-51.161,-6.748,Tucumã,PA,5213
-49.673,-3.768,Tucuruí,PA,6560
-47.501,-3.756,Ulianópolis,PA,6459
-53.737,-3.718,Uruará,PA,8619
-48.142,-0.858,Vigia,PA,8955
-46.14,-1.197,Viseu,PA,7297
-52.01,-2.88,Vitória do Xingu,PA,5039
-49.946,-7.095,Xinguara,PA,3278
